"y","EAR_6","EAR_5","EAR_4","EAR_3","EAR_2","EAR_1","EAR0","EAR1","EAR2","EAR3","EAR4","EAR5","EAR6"
"1","0.3072637882550399","0.2750727388669015","0.276607355353002","0.2196852071812236","0.1738025132870809","0.15283367245308574","0.1590943687652076","0.1982144137262332","0.2498514998383969","0.2636322924014756","0.26376049491200393","0.28037030528040624","0.2547560507933909"
"1","0.28905307172179523","0.2849630015148146","0.2338236884940314","0.1796522669816622","0.15444209468741993","0.1734781695881823","0.18743742319484866","0.1926771021431002","0.2336485923052391","0.2381651763511971","0.25532041056088417","0.24725048918794784","0.25994226867375736"
"1","0.30265364025264874","0.30265364025264874","0.2849630015148146","0.18267419671096927","0.17062221860450905","0.15015500039198768","0.17183786678484253","0.2292880603458459","0.2419171647861404","0.2895387210081163","0.3196409576009155","0.3370168756326325","0.3196409576009155"
"1","0.3192943126322131","0.3160816513239538","0.3156067276825293","0.2902329101844","0.19798288896674315","0.17953795032188669","0.19719067112908803","0.2378304372458825","0.2631466006193098","0.3127117101882304","0.298748907295582","0.3160816513239538","0.3075777554269802"
"1","0.2854164381384572","0.2854735830419115","0.18793775600161794","0.1522417533886099","0.15656523417309653","0.1522417533886099","0.17939808006442576","0.21126134774316224","0.2290909967912229","0.24679158768030424","0.24715780367905055","0.2419171647861404","0.2431009708297921"
"1","0.2642479047075057","0.2543370793484477","0.2587191139092216","0.21542072012961813","0.15305751561049696","0.1912025040032304","0.21041830398701405","0.2163646241060424","0.2379521659037893","0.2521367967462368","0.24678074531114186","0.24678074531114186","0.27765184229923884"
"1","0.2507627670130645","0.2512775795863064","0.2196100447278062","0.17130184892931985","0.15890618575560686","0.17960106002938525","0.16171034435410178","0.15168900467775304","0.16769529720716134","0.18559378310295988","0.20894521299144306","0.2462678125181665","0.2462567187984143"
"1","0.3369970523548433","0.33546719805947645","0.25518171486414043","0.161606438176313","0.1455026455026455","0.1647325363759597","0.18738053519016554","0.22434219568052585","0.24626982478749576","0.2814521235612252","0.2983579070065512","0.31092741018779896","0.31606411021598035"
"1","0.2934649252765437","0.29766180274399645","0.22380579535427086","0.16402116402116398","0.1556787521099861","0.1578921505494798","0.1987014828894689","0.23373030485613605","0.25116541854423946","0.2819885094849822","0.272356545215749","0.27767637220322194","0.30134083703206016"
"1","0.2761976141715017","0.29688660239982045","0.2631971930611373","0.2631005294367881","0.2090218139872534","0.12601881384168928","0.16824999619882205","0.22250049159208796","0.2948034540756799","0.3161126961687841","0.3242510906517499","0.3376288149764293","0.34984694293739105"
"1","0.2706206393882249","0.27870046658791103","0.2656006814705645","0.2369219637182476","0.20102960247925608","0.177687769142263","0.1595028065179125","0.23820488528891914","0.27299540761159724","0.29676958698607797","0.30567659657659485","0.32201369904865057","0.30567659657659485"
"1","0.28760473978525125","0.2882735089729433","0.2714544448412065","0.15937369007622149","0.12617648887175306","0.1052648423310969","0.13914818473973722","0.18485745659948336","0.19888365268006647","0.24211337607502675","0.2324100724193977","0.22943996336307915","0.2202771552862113"
"1","0.3094185637141126","0.2925242018508171","0.26450059336268034","0.17317059263774875","0.1412679657502392","0.17039808831177214","0.1821886051075356","0.2553451777618516","0.2781882282229958","0.2850201464182689","0.2971119918474545","0.3021359747758665","0.31606411021598035"
"1","0.3159954706780618","0.327311413557401","0.3210983246878577","0.27765184229923884","0.18867702118835428","0.18447395536388692","0.17849529649358692","0.20177693675679187","0.23304099541838785","0.2718587300527533","0.2296735903497856","0.271885727174962","0.2667663646429848"
"1","0.2911127552637168","0.2911127552637168","0.2844878821890702","0.24096560906308315","0.16051007409354126","0.12772001593408025","0.11203312065064752","0.09661514056834232","0.08162144627832403","0.12945118419621185","0.14481920020532907","0.15955691816654402","0.14662168924361124"
"1","0.2745161336561979","0.2830358210718998","0.2874722004005039","0.21956243974381276","0.1941847624087632","0.15395939771750367","0.1551894703089158","0.19882027840297184","0.2264496379489401","0.25505335357841985","0.2639477781456945","0.2744555993126596","0.2641768866840414"
"1","0.2891062786488833","0.2637596848328707","0.2451955434860251","0.16987179487179488","0.15094639794283746","0.1447064825900336","0.15212315166166004","0.19579385061082175","0.23739126249986195","0.2410022187406165","0.2328544675239198","0.2502195836899549","0.2554210995290964"
"1","0.30171125440049784","0.30288300891626635","0.3120535081936188","0.22687112052791106","0.1835087372447992","0.19920052571898603","0.22710014250183805","0.2744189539859112","0.2788248292642681","0.3018048362975204","0.3026442248247096","0.33340396573662845","0.3398403764464567"
"1","0.3468926822370229","0.3026256306362416","0.1818521618312599","0.14173789173789175","0.1551894703089158","0.18963510813616974","0.1799838319683996","0.2557028524370033","0.2605815361366601","0.3032238205467677","0.3118194342237198","0.30925954654121324","0.31561585882921417"
"1","0.2936155400214665","0.2936155400214665","0.2851115128730064","0.23315661145091016","0.1919803902718557","0.18333333333333332","0.21803226079702706","0.2372341002708701","0.2372436270045423","0.24636959912367454","0.2548393338617584","0.2563173789425702","0.2553216422679272"
"1","0.3917088570173193","0.3752115064497691","0.3372979462839125","0.2591267979942772","0.19221067912831316","0.21147723323721496","0.22150965171553028","0.2544936330386105","0.30361465244529645","0.3361252640178079","0.3534271158267973","0.35580846946934264","0.3410264392209337"
"1","0.18690532979657887","0.19173202434488765","0.1583417713562443","0.12082620726881245","0.08068731127043259","0.09040375492020768","0.10864180878312664","0.1410717375901681","0.16427179549388105","0.1934897753577308","0.1908501683155472","0.1907426204157469","0.19408838735832"
"1","0.3772755583584551","0.3828030453186473","0.3679163010625655","0.3470065525739112","0.2348901869624977","0.17137713213618397","0.19053686046611806","0.20201647672632028","0.2262120537404815","0.22150965171553028","0.2599245093654279","0.2612909594672749","0.24089071595804276"
"1","0.3880053372599831","0.3799426638757529","0.3752920218490666","0.29364784637506874","0.1940947529516277","0.1845862158165098","0.2172275094261105","0.2737810323376427","0.3088124900443878","0.3471199681219073","0.3463754337787419","0.3457379935253539","0.3556747643784868"
"1","0.34357210259799803","0.337588105129612","0.2762657185274276","0.22267281424654792","0.2028420469877797","0.21847268018012025","0.2708491665206363","0.2733973784166043","0.312131615284313","0.2992622274062051","0.3312176245690148","0.30378019414896945","0.3115640673202481"
"1","0.306433058816464","0.26539716304300537","0.22734181369709416","0.16692307692307692","0.1593378411178849","0.17776951779463815","0.21747648652232893","0.23670842302713915","0.27074411486860395","0.27945397881326284","0.27581748279805185","0.2841433376469085","0.2936015776858389"
"1","0.2867024670845726","0.2554795585504366","0.19836087004259445","0.176264755942103","0.16745717896802198","0.18062956799587085","0.17091578340161792","0.15948580749806898","0.20179246959834266","0.21414515544439805","0.1984378056032179","0.24238464384634675","0.2320920758938764"
"1","0.3272566686813181","0.3199783433154885","0.3258391638682255","0.27453711808311204","0.2232115221711839","0.2323202538073453","0.2712699697229861","0.2988779920802448","0.292443387267851","0.3196561178685349","0.31125124991943504","0.3118261355198353","0.3202310034689351"
"1","0.32480024828797416","0.30711089909092115","0.2801869714125339","0.23176772681093225","0.1967513747468485","0.16567245802779798","0.18837342845817034","0.2176900497180468","0.2699548008600136","0.301407087371967","0.3081432217234681","0.3313038326654563","0.3149233094070084"
"0","0.28037030528040624","0.2547560507933909","0.28434406082621033","0.2637109035646293","0.2724775617309596","0.2937409358382713","0.29715159564293525","0.29034290157620873","0.28508146293957104","0.3020209103985875","0.3025584739988012","0.2929443222781326","0.2937409358382713"
"0","0.2370666794755657","0.2382670010004435","0.2376760809347709","0.2376760809347709","0.24658187731591524","0.24558902443135566","0.26354504361281683","0.2467903289123867","0.25528971249767496","0.2376760809347709","0.259280650280606","0.2546978094758491","0.2378697183324012"
"0","0.3104196756839417","0.31606411021598035","0.28942478014287265","0.2932270390656145","0.3020946247474763","0.2986298253932536","0.29328805245128003","0.31017738067654443","0.2937797484320045","0.3191804370275875","0.3076555798145997","0.2767052701027971","0.3020946247474763"
"0","0.3160487409037884","0.2930137567045085","0.28500645728419705","0.3104196756839417","0.3108801962572696","0.3070158897153845","0.2892603691096737","0.2994581264691541","0.3026224648452521","0.2994581264691541","0.2936311004497365","0.2981381294125291","0.2890615412920742"
"0","0.33590945185368004","0.3420460979644072","0.32805509611153616","0.3410633476309218","0.3316206274109824","0.3109113716646662","0.3109113716646662","0.29328805245128003","0.29268103979198457","0.29268103979198457","0.2933451973547343","0.3054124650948297","0.2933451973547343"
"0","0.3054268681629262","0.3128235925390733","0.3057326994773721","0.3049663475895983","0.2923171166716317","0.2795141571582693","0.2667479335678013","0.2842701774192735","0.28056042430928696","0.28003182263505155","0.25902397731800225","0.2840406452156655","0.2810789508880951"
