"y","EAR_6","EAR_5","EAR_4","EAR_3","EAR_2","EAR_1","EAR0","EAR1","EAR2","EAR3","EAR4","EAR5","EAR6"
"0","0.3616391018896966","0.35022504728676973","0.34634256243669326","0.3391656033322703","0.26531818921861977","0.15174932785982448","0.16111490553147628","0.14292101121739342","0.14535798631330055","0.15400976616697343","0.16038516980902984","0.14257049506481234","0.15799824217872555"
"0","0.14015827298838932","0.14615668279313976","0.13658936552057216","0.15547443293397756","0.1455663102788895","0.11697701252377009","0.14907586656938576","0.1375926109985077","0.1553347379641842","0.15326012580217263","0.14422220341569644","0.14445553116604937","0.16759464110350547"
"0","0.16910701840493536","0.15203403061412027","0.13960361078710914","0.1468242086093912","0.13962230148718258","0.15755320008637907","0.1455746824395635","0.14892273303058215","0.15160246137078698","0.15067329690637415","0.1613465933134547","0.1595457005858166","0.1650674866577163"
"0","0.16093694903845662","0.16355561623328177","0.15366293105267817","0.1497526823468825","0.14555430527368135","0.14907586656938576","0.12667756238535569","0.1425668484568453","0.15972720594979545","0.16357766014222985","0.14555430527368135","0.1486426550892636","0.14308395270137414"
"0","0.1631327133970411","0.15769489060909142","0.15996526553507562","0.1532817573802105","0.12905864073439904","0.14160070896890925","0.14146250231024643","0.15535649230737567","0.1447607819696668","0.1467511076896322","0.12907694886243204","0.1391296673782646","0.15523092834950075"
"0","0.14508204833064553","0.15812810208921355","0.1441923797982705","0.1443405503892915","0.15203223121038284","0.12406642687299424","0.1266525801490679","0.1364011218163852","0.15490000255296618","0.17512545206892105","0.14788700062948562","0.13181491616602714","0.13682798877817448"
"0","0.15706066132461882","0.16700912994700967","0.13859782721114006","0.1438016567432145","0.15558759269811628","0.1480305505238787","0.14084424353781322","0.1397190692448883","0.1479400058534085","0.13464490972008616","0.13903882285325625","0.14332939980017867","0.20190592781004885"
"0","0.18165354977599857","0.150493677725138","0.14072664763378145","0.15049383929497306","0.13615585918281387","0.160684442711554","0.1384264736748565","0.1351335861961202","0.13083991834426012","0.15093592216989365","0.1391296539296217","0.1401390797547819","0.14866440943245507"
"0","0.14677480373088705","0.15483938806284686","0.1367942532422611","0.14476094353950186","0.13174562993508723","0.15101094353950187","0.13735846772390187","0.14476094353950186","0.16106568150970618","0.18086530315216748","0.13852220241133878","0.138592834278721","0.16706595898158533"
"0","0.14476094353950186","0.14118636272240914","0.18279440613107012","0.14859377756507286","0.155344037637836","0.12863243701974647","0.1322919178177107","0.1385419178177107","0.1487875997540105","0.16865019640349121","0.16319199644965937","0.1437507557467882","0.16599576011420503"
"0","0.16508969860723113","0.1606775779198325","0.137386903316346","0.15523247523913186","0.13638052699452716","0.13082501721309203","0.14844141559865445","0.13298318054811745","0.1666194456240227","0.16501841054940475","0.14878235005905696","0.1446914037331552","0.15471805665087823"
"0","0.1366857868574482","0.13790352375826348","0.15143139053514582","0.1468223957474586","0.1351225710070077","0.129704135446656","0.1288185979995902","0.13015238580403143","0.138592834278721","0.14680245426619973","0.13394581056953955","0.15710951299393608","0.12783490585698098"
"0","0.1530069957235643","0.1401570013018217","0.15242893700112808","0.15203447826634853","0.13236450189504212","0.12621802851353786","0.15101094353950187","0.1453046325600135","0.13184739765051334","0.14054702906253622","0.13030791296856323","0.15851532410264912","0.15093592216989365"
"0","0.1566686563555298","0.155344037637836","0.13851289574945108","0.1345922162820788","0.1465236024824873","0.13398293450939996","0.1440727250800799","0.1442457915049223","0.15302863160284091","0.1457501583369068","0.13562945526463327","0.1446878743798429","0.15919620281549193"
"0","0.139575179706515","0.15382087930072932","0.14608939377410146","0.16343396995994444","0.14961504758197947","0.12171952693093996","0.15051726581436387","0.1386125496850929","0.14510395271087762","0.161360159158272","0.15110996683804662","0.15208326486748064","0.18333333333333335"
"0","0.14998386472155892","0.1553339074413985","0.14608590510081199","0.1423992673992674","0.13129455107922672","0.15612331645331717","0.13643002178879932","0.1262729585185876","0.15448815513919817","0.1469458372429353","0.139588038491284","0.16622629145382067","0.14105293790193374"
"0","0.14494053863423217","0.14648537010790014","0.15965299496463076","0.1323946225017059","0.13584101174689445","0.13300909112286294","0.14105293790193374","0.14598648296790634","0.15846412902473067","0.16382292496901948","0.15037593984962405","0.13644460976009487","0.1429297964396406"
"0","0.15517174212622242","0.16209998101177053","0.14770222532564908","0.1611519235824566","0.1390146851134219","0.16334024769393185","0.12796662441850964","0.13807054930121748","0.13937828027816007","0.15401852691238005","0.15162283853666914","0.1779267994724112","0.1543989773641256"
"0","0.18513224158823605","0.189696114345423","0.2051191042403917","0.1579948065525863","0.15245360596345012","0.1365610791499718","0.14731791455161267","0.15294367396523303","0.14163911082010303","0.1442672658143639","0.15051726581436387","0.14481304578411414","0.15851120529879695"
"0","0.1775750679622894","0.16520241470052774","0.17165552848449261","0.1537902869046838","0.15932503798444744","0.1492052633360448","0.13290829460107217","0.14236359743775764","0.14692120553748939","0.1467529205515648","0.1510344096077453","0.16129287169992748","0.15625"
"0","0.1565040650406504","0.1588505991476972","0.15716233408066782","0.1549253812823062","0.13525012508713324","0.15244034273744078","0.14207317073170733","0.1364499230340086","0.16517572612077253","0.15772870545288697","0.17155423966536168","0.18975528474186343","0.18905948049099247"
